r_series_ohm,c_f,r_load_ohm,fc_hz,fc_pass
998.7776176955405,1.0334459787556509e-07,99960.32876418422,1557.3325917231143,True
954.5156499545512,1.0015317467131372e-07,98878.7027945087,1680.9108098447396,True
1012.3054098019602,1.0217377439636625e-07,98990.06179421712,1554.4896046440804,True
965.9442281822697,1.0393750056475701e-07,96791.77202900998,1601.0629859905375,True
953.6004745342357,9.897260928235158e-08,104654.84215336047,1701.6802734806038,True
952.7392308800646,9.832512853736264e-08,95420.95518325747,1715.917124215366,True
1043.7397872036295,1.0171116448153372e-07,100484.18278053972,1514.7712758661685,True
982.1381710126234,9.740757870417307e-08,97839.83334755263,1680.3223457051756,True
964.109236287663,9.946233768374858e-08,103465.04055972607,1675.1871606705702,True
962.0732810119229,1.0157708880056153e-07,95658.30800316606,1644.9862362759923,True
986.4824173469055,9.628952009336044e-08,102380.81272646347,1691.6726960407125,True
1042.970538906663,9.986133116352289e-08,95965.94817450795,1544.7039068209049,True
1004.7451430606206,1.019163043486829e-07,104789.17190718369,1569.1513617211517,True
1015.0808452728924,9.982659265515607e-08,100945.46333166993,1586.4215115391623,True
1046.7918772072067,9.708047497800682e-08,97962.63517394375,1582.8653910255507,True
970.9438587294493,1.0276816386534996e-07,99756.96849960442,1610.5492333323425,True
1042.7523282857017,1.0101943466876161e-07,98543.5504505903,1526.8818520796476,True
1002.7246787985702,9.657896695921671e-08,101866.57358566555,1659.62493403334,True
995.2588239200277,9.671914093576621e-08,103804.8267327844,1669.228356526336,True
990.4294116037942,1.0024586592213493e-07,95502.59481170693,1619.6115972126127,True
1013.310716277382,1.0189620175429716e-07,101213.41942385022,1556.8467789066085,True
1042.870077978036,9.923480520320832e-08,97371.35169138519,1554.3634194258166,True
982.0064365686605,9.70968329994551e-08,104100.48456639878,1684.9163348398706,True
1014.4560514585277,9.663724899554462e-08,96952.75123180074,1640.4497308115424,True
960.2686407651642,9.856538015240492e-08,102688.24767082444,1697.2480983992457,True
1010.776762791777,9.885967748009976e-08,99502.8419833491,1608.9224698963496,True
1014.9848588374352,9.500389082980057e-08,99458.63910805702,1667.3575123698408,True
1026.1199334177702,9.527404895421733e-08,100880.45852189993,1644.5328680810262,True
991.7173744377932,1.0007677097483625e-07,103970.95334728998,1618.9065190273247,True
960.8605549355602,1.0433421844386236e-07,102806.50325174221,1602.408334778857,True
1019.6810317340066,1.0195465376030555e-07,99767.31622074672,1546.553519836366,True
963.3673353205336,1.0448023365179804e-07,98169.5309801189,1596.7435384736646,True
961.7623015065003,9.772745718603474e-08,98265.58899556202,1709.8803447367327,True
980.2585264449243,9.689536351763426e-08,100650.14142058851,1691.9430933681017,True
994.5628649375556,9.936667969317797e-08,101288.72008103029,1626.2626568302567,True
956.8557894700824,9.855111668110081e-08,95846.4701590392,1704.6147763591878,True
950.3121129192012,1.0103254100744476e-07,97830.3036937704,1673.7512658374294,True
981.5056943632044,9.981456855773282e-08,104414.8623638416,1639.8219644877322,True
1021.9265232279962,1.0458796374943763e-07,102645.85740137972,1503.9075549449246,True
1049.7175435806498,9.776020509496661e-08,104009.18635044698,1566.5589371094452,True
990.0278016133983,1.0224601026588085e-07,97634.96565651975,1588.2101979340318,True
1019.4431622280717,1.0461505416107222e-07,102739.22998729961,1507.1311050180461,True
986.2938945343075,9.947818937683797e-08,95964.94803980306,1638.8026560886708,True
979.4259615274431,9.742408093421592e-08,101963.57781872849,1683.9685364899176,True
1013.6417568956093,1.0126608495632967e-07,98969.63002325139,1566.3795915260575,True
1006.3632507817462,1.021957442839473e-07,103564.61816437237,1562.544257110966,True
1019.309131272717,9.684483815372163e-08,104286.08823994487,1628.0284614820282,True
1047.510636204068,9.839888479193835e-08,96312.42455607496,1560.879849891483,True
971.4199087960102,1.0292975990550729e-07,103354.09980461813,1606.7008380052462,True
1013.9818887359178,9.514743300739243e-08,104276.11303664395,1665.6952254799662,True
970.1242176922259,1.02833101301423e-07,103441.10700121081,1610.3263858910027,True
992.686485710204,1.0192115759455411e-07,103537.34228220895,1588.1361504560107,True
973.7400127432097,9.949009801653935e-08,99834.16468147932,1658.871156857767,True
984.0898137857082,1.008257434236891e-07,104931.98180327672,1619.0786708296537,True
1005.3727274121986,1.0029274906836922e-07,98228.12728324933,1594.5786354980303,True
992.0826760291458,9.734698409641781e-08,97725.51205086427,1664.7015157205974,True
1000.2423032120333,1.0331957909849038e-07,103466.42839016374,1554.9290651894441,True
1001.251366467649,1.0148654354719084e-07,98128.18545892299,1582.2584333204436,True
1026.8952545463699,1.040701692790927e-07,103255.09517893447,1504.0613259707748,True
1035.8433482146147,1.0198694213888364e-07,102170.37163959852,1521.8167410743893,True
969.8287790387778,9.534880891997242e-08,102458.72780513727,1737.4059190185455,True
981.4944934111517,1.0384927208800873e-07,103272.84440144728,1576.2924933726758,True
972.9690332918628,1.0061074321350067e-07,102819.51559647995,1641.2211736073116,True
992.8938465949935,1.04278523781327e-07,104499.3509422776,1551.7772439395483,True
1027.629991826313,9.849696437005733e-08,103783.1284426552,1587.9602266769875,True
1001.3181921597602,9.762377656956822e-08,97520.10123794807,1644.8599925868243,True
982.9990410158013,9.641147179146497e-08,98602.0395017022,1696.0807399362236,True
996.0253496189473,1.0363545537296259e-07,103089.1732745247,1556.7443508379413,True
989.7858709058883,9.87006476069074e-08,103514.77815382974,1644.7192727181753,True
995.007466258004,1.0405221217891725e-07,97983.62574553028,1552.8532691706903,True
951.9351928299827,9.997739670779836e-08,102278.57142583525,1687.851873097356,True
986.112095828808,9.609038129249163e-08,104770.48751342316,1695.4400687276723,True
995.6188197215998,1.0159993320956432e-07,103045.83948102484,1588.5817945138697,True
1038.5213314980563,1.0449392070262866e-07,102843.78720005818,1481.4166337017998,True
955.7058023590976,1.0338707305341916e-07,103954.3795095466,1625.56417012508,True
957.0185556486332,1.0403883678220411e-07,104921.02904978016,1613.049401014494,True
973.995562675005,9.791342480684642e-08,99982.71933031593,1685.1213365232668,True
971.9264031445455,9.77045491535455e-08,102856.564590417,1691.8291117980007,True
981.492328051143,1.0045802653078683e-07,100420.34265093172,1629.9440438083318,True
982.477167691411,9.597256908490349e-08,95712.93957872632,1705.241052859064,True
1023.1516068089808,1.0457341706220173e-07,98626.54496031866,1502.937784368098,True
1022.2592131657462,9.75087389586577e-08,95841.80246763153,1613.7017182607578,True
1036.1248769062765,9.545376192626681e-08,97225.00242207857,1626.3677773006505,True
993.6848627267492,1.0461790192599291e-07,97487.5744226346,1546.5707060140876,True
951.4039127403763,1.0199693241752214e-07,97395.07378061223,1656.112774993495,True
1020.5866282127147,1.0494311916337126e-07,103963.43772806127,1500.579034096018,True
968.5647957997636,9.942185640301561e-08,104342.02455006487,1668.101096887341,True
960.8609751954482,1.010909875760378e-07,102248.19915005096,1653.9001732407546,True
957.7357717027754,1.018084166757624e-07,96218.2868377247,1648.512478964472,True
1018.8553146190104,1.0290484206994703e-07,96967.48196220439,1533.9500290633293,True
982.1849869287845,1.0229729107594635e-07,102175.14273543969,1599.254336386419,True
1046.5171790280783,9.624722548515117e-08,102944.91385338653,1596.1665705631472,True
972.3171874889943,1.0487952323440616e-07,104582.50562192906,1575.2174089480186,True
989.6301607184397,9.635438108567313e-08,95882.2282416565,1686.3016150700932,True
1047.269625647984,1.02997999061776e-07,98213.65406259744,1491.211619598097,True
1023.7615626221911,1.0240962209204296e-07,104073.65432894815,1532.9633855155798,True
1007.6243171604619,9.595360613842554e-08,98124.23869703675,1663.0187988124273,True
954.2521084889138,1.0450925254304292e-07,104903.75901859532,1610.4043736373387,True
969.0184426679527,1.026048645137124e-07,98668.850052043,1616.458276632914,True
976.0967560589816,9.596694838611237e-08,96912.75332455564,1716.1603810711565,True
963.7295520414687,9.796883612257284e-08,97995.38725490423,1702.2650544444086,True
1038.505798236149,1.032967058972033e-07,103210.02499560556,1498.5553675989604,True
951.3190047103611,1.025259259476255e-07,99295.00522148039,1647.408538935442,True
1043.30931811306,9.858767003531402e-08,95209.20687941334,1564.2911442296815,True
968.7728510447845,1.0183529799332269e-07,97467.00150991649,1629.2779875047222,True
998.4997048914504,9.929674409331594e-08,98580.2621127928,1621.488734654793,True
1045.88439671211,9.78169312015629e-08,101657.4289998166,1571.6931024109765,True
1026.7487432490284,1.0116139039704724e-07,95378.9881720338,1548.7856983458553,True
1002.786229588198,9.600410377915549e-08,100159.02599374764,1669.7385751356958,True
1024.1211061351219,1.0157277752772551e-07,97541.34393208876,1546.0642100994173,True
1033.8452273086862,9.750814612757531e-08,100266.59412514098,1595.0664153209445,True
1007.9915150553207,1.0315082614026069e-07,97964.8021726937,1546.451513806363,True
989.8732603127689,1.0063696510723189e-07,103591.87734115725,1612.9214263291956,True
977.3492423208686,1.018066191486696e-07,98942.15303028112,1615.3373725971176,True
1025.0441484140242,1.0047077526138957e-07,103414.76138624032,1560.7068185096994,True
978.1187836418707,9.602150169111373e-08,96513.17574385248,1711.7457955383363,True
974.1325093302353,1.0310612375867023e-07,102833.40652688866,1599.6033577717158,True
1017.0548954127536,9.557726181536566e-08,97048.4288462942,1654.4316089284898,True
959.1567808213315,9.989894564740631e-08,101408.72855332335,1676.7102525066348,True
987.6592832543181,9.753676654984084e-08,95735.41755616537,1669.1758585956286,True
1000.4297992480948,1.0414411579346754e-07,97835.09844447706,1543.1820984087842,True
956.475750028787,1.0234578640918967e-07,98482.3040806855,1641.6243544577537,True
1044.8488065982197,1.037319560879481e-07,99392.4707572959,1483.869609480596,True
955.3779284017863,1.0427694060035985e-07,95648.05671415076,1613.5152102570007,True
1001.7501830470962,1.0097257278960122e-07,96130.7417095562,1589.8623186874215,True
999.8231255798914,9.708353179589463e-08,95066.21431914334,1656.8952926988306,True
1027.7468363104633,9.841141616191059e-08,102893.9885842835,1589.296363278812,True
992.2939904807544,1.006426152530841e-07,102061.43569733188,1609.1624800485092,True
985.4788347812923,9.6366761383465e-08,96475.7453847901,1693.0090752432582,True
995.4696950002167,9.811304351150455e-08,100031.71664747395,1645.757626711909,True
1027.6499309927476,1.0084607029730734e-07,102808.89543645173,1551.084622400662,True
961.4763625837204,9.95178728070236e-08,97737.07437633646,1679.7005956321377,True
998.1205207357553,1.0086525244692032e-07,102720.28508495772,1596.228950646343,True
1031.201345977413,1.0046930747309634e-07,103656.97620924738,1551.4663317295244,True
965.3270635979374,9.864646163188102e-08,102730.95142079625,1687.0423996465265,True
992.2663370106964,9.865579145837342e-08,102068.23843469447,1641.6135734859793,True
956.8976404619973,9.942173638578548e-08,102901.96535329112,1688.4694158688224,True
1004.5110200146765,1.036163751908555e-07,98428.46434386216,1544.7092831947061,True
983.9294077193656,9.639130552132647e-08,96023.92980377034,1695.2969210679591,True
1029.321550675701,9.932270266180987e-08,99428.84589189656,1572.8720335287587,True
973.7087939807745,1.0115974751468865e-07,104420.14826218614,1630.8510425630611,True
1023.6288376567475,1.008677978224287e-07,100530.16826109012,1557.1298742214365,True
1041.8570295663587,9.915213361882168e-08,95061.82986835287,1557.556539365048,True
976.2751405336563,1.0472722522699016e-07,98770.92579065882,1572.0266238467707,True
1041.987672934486,1.0090488930332383e-07,101616.94942471571,1529.2410607126833,True
1014.8854527135231,9.698178435259105e-08,103684.09832921329,1632.8385493674475,True
1044.328503873988,1.043223828877568e-07,101565.40672858703,1475.870514517265,True
1034.7234841321308,1.0319884114412012e-07,102080.50765159266,1505.5701776073986,True
1012.9980257371784,1.0466160280251885e-07,98775.2551193461,1516.5453837488185,True
953.7512138908705,1.0236823536501728e-07,99002.88078156483,1645.8247668490824,True
998.9935071712925,9.999138347647738e-08,96892.65889839792,1609.7175327548418,True
1026.4411850597996,9.691207322514562e-08,102465.75658279686,1615.9839252982447,True
1026.4798831650983,9.905690501341904e-08,97529.25316346239,1581.7284584111756,True
1012.0397418158274,9.863264967756632e-08,103648.73106155919,1609.9849030348605,True
1012.9952871983435,9.814333328293886e-08,103875.88689973271,1616.4661515393466,True
966.6088379706297,9.952984667328692e-08,100425.94902552746,1670.2295755957762,True
1001.8786243351707,1.0165625604274356e-07,104140.11665381269,1577.716852935051,True
996.2172501936814,1.0406282024458821e-07,100901.79098388177,1550.3769484970398,True
1015.0880829523832,1.0362252902077532e-07,95421.26254891386,1529.1772338780966,True
995.2682730130392,9.508091395203658e-08,103531.1965754497,1698.01551102014,True
985.9663455267183,1.0035808927828138e-07,95729.08864674412,1625.009165871373,True
1020.1554806620948,1.0296674780013892e-07,96048.61985751237,1531.2467868350957,True
992.5099254289768,1.026329749547751e-07,104835.34553989842,1577.2139874328595,True
980.7267131953838,9.598013064175012e-08,103960.32058471405,1706.7447439320079,True
1023.0042178862275,9.662427272073353e-08,98374.1951799315,1626.8571668900333,True
1035.2018895669535,1.0323341198719868e-07,102959.87841229033,1504.248432615256,True
1048.6393574957638,1.0082157972602243e-07,95435.1739922818,1521.9012380937322,True
1013.5659616941291,9.639726780503711e-08,104954.7401482625,1644.6645215991382,True
1039.9411130038425,9.945043327987388e-08,96153.14744556184,1555.523520984807,True
1018.8900735720812,9.837617057241536e-08,97203.45750445199,1604.4695681896412,True
1001.4278028279948,9.743429038365519e-08,98427.92032653156,1647.7258063391068,True
1032.2613588950921,1.0239776783196896e-07,100029.60579653819,1521.2434874363707,True
987.6280756369572,1.0187569851160092e-07,96399.94324846708,1598.0223977702867,True
991.6133714067067,1.0095470316012232e-07,102370.32277592823,1605.2318357532727,True
1033.322780061821,9.662313103775104e-08,104689.3505202468,1609.787875398753,True
1001.0485736616066,9.871691272679703e-08,100506.92339679999,1626.5880888104348,True
1024.0460802513257,1.0388724309101089e-07,97720.76333454547,1511.7007757046813,True
999.7297289533356,1.0177308031002534e-07,97547.97259476391,1580.2756959479404,True
1027.7803121165302,1.033290799892035e-07,99357.23547668586,1514.1422128417105,True
958.4587045571847,1.0316448952546946e-07,97526.49472434504,1625.4131195784682,True
971.1014611181272,9.861043695118773e-08,101957.205167096,1677.836147156463,True
993.7548729607133,9.997529861924322e-08,101051.52959650102,1617.7007964835627,True
969.3012303357945,9.79225655604878e-08,104941.18601334705,1692.2775072752731,True
952.936268234575,1.0058461375319767e-07,100601.24959711276,1676.174295776437,True
993.6846815417027,9.764747703095287e-08,99766.24628324572,1656.5888702069105,True
1025.6590717232395,9.970787545687122e-08,100958.28402369238,1572.0902803846996,True
954.2812723784022,9.511838176651676e-08,98128.23029429867,1770.4445026743053,True
1001.0667535245552,1.039070483053275e-07,99264.75822672613,1545.5032683005206,True
964.7357950831517,9.620072399319215e-08,96834.44392694868,1731.9635495826547,True
1047.1019414973139,1.0160905255245071e-07,96700.00302305048,1512.0849151150248,True
1023.038368169344,1.0251883901078251e-07,97303.64189517766,1533.4400846849119,True
978.547598691689,9.574701517102803e-08,102916.20796859107,1714.8367484973403,True
993.4211970073192,1.007342165611992e-07,98362.805039433,1606.4746565468931,True
1001.9896150725425,9.894630082250763e-08,96983.36074830274,1621.8895256553033,True
1048.7921853525365,9.77212462189223e-08,96519.67868696745,1569.7674635794253,True
997.681867872516,1.0040004286415932e-07,102241.29862979431,1604.3957548064207,True
989.495826168392,1.0267265578365882e-07,96078.89846271752,1582.7094645986988,True
1028.871005619911,9.733601002930522e-08,95402.6517452303,1606.3650323054926,True
971.1816280815943,1.0352500320357469e-07,99171.14875265313,1598.4783937185655,True
1006.9446786208014,9.659194838504614e-08,97767.80446854791,1653.193415802228,True
983.5067066715152,9.950036589905718e-08,99074.7011764529,1642.5102068371511,True
961.5675220497506,1.0143307448253303e-07,103605.4862189515,1646.921406657122,True
958.5822476336027,1.0434932187802295e-07,104000.69583606633,1605.7787580197491,True
1049.6464248225022,9.636553208609162e-08,95362.30728456921,1590.7777589281638,True
1011.3690650910061,9.818388175465137e-08,99430.84823759615,1619.069213595454,True
950.7928869192608,9.965325888681922e-08,100703.12095775754,1695.60182769618,True
1004.4525374278421,9.507633108436119e-08,102523.50249151675,1682.8774775428499,True
993.747787209115,1.025385479171811e-07,102504.36704553259,1577.0550927726197,True
997.7000153053984,9.565887680735594e-08,103147.29255467778,1683.7415760291365,True
1021.3819168939608,9.564894701682698e-08,98851.0012786877,1645.9480143351373,True
1001.0566792642612,1.0073975076666849e-07,98925.51343691249,1594.1649628972139,True
975.2319094914795,1.0462102359747762e-07,96890.77204019588,1575.5881402291045,True
964.4553142606729,1.0430437742093403e-07,97683.77497181563,1597.7261748149394,True
980.3043942065568,1.0429482400728053e-07,96377.12705028537,1572.5032731872677,True
985.9321905327051,9.765235421862038e-08,103714.01689461018,1668.7811398313265,True
1021.2015829897374,9.702353195936815e-08,102209.32912349609,1622.367338023671,True
1019.4822180122576,9.76626012437857e-08,102426.70578283838,1614.408647543858,True
989.6570989320809,9.814188485800062e-08,102217.48068194254,1654.4953619065302,True
982.8697820218757,1.0401461249016001e-07,104796.95496984059,1571.3899548359568,True
1015.0571620347042,1.0046860856763021e-07,98790.40390791967,1576.6626820707406,True
987.7273892476726,9.76382030529911e-08,97392.15416246453,1667.038309920741,True
965.7046369860119,9.882431013130938e-08,102225.4214778024,1683.4315631609497,True
978.7028475385125,9.675156328638393e-08,104886.75096342638,1696.4650608609945,True
1009.8125039900767,1.0104031984733477e-07,98768.74380229099,1575.8045891813615,True
990.7468476358938,9.524422388222734e-08,104320.86743483954,1702.644052219858,True
986.0290241026958,9.793334663640311e-08,100588.86320960506,1664.3179890504455,True
1007.5688564222554,9.764330677886005e-08,95060.38620799032,1634.8649745543148,True
979.7415759163907,9.969650492443004e-08,96158.47446805533,1646.005260354391,True
1014.992248798722,1.0498272714110139e-07,96425.69000787163,1509.340120969942,True
1010.7518084661964,1.0008829731327087e-07,102085.28621826207,1588.8069406723519,True
1032.718106349477,1.0314616450783194e-07,97051.22324319786,1510.0180969022028,True
1031.7964472108054,1.0495881472739139e-07,96998.12452450387,1485.2600549701776,True
1032.0571584691486,1.0450920949325909e-07,101613.72487833565,1490.563748022283,True
968.3850420091383,1.0310432864305183e-07,103856.03614583272,1608.8882888521541,True
1047.299213112554,9.705196721985747e-08,102382.06595431145,1581.848845018579,True
965.521000263397,1.0445753007687544e-07,100115.57938114466,1593.2610927528985,True
1034.127094950364,9.543696187542863e-08,99869.66414686281,1629.3091772166588,True
1000.4693851926864,1.0159079733536377e-07,99408.61741800066,1581.6520290391638,True
958.5737059374883,1.0133932677905978e-07,101279.44279935188,1653.8941716779411,True
1001.3469283187999,9.698288520295325e-08,98782.62160642906,1655.4676033290384,True
1049.4401418500702,1.0300701928485484e-07,97874.57179592166,1488.084131017023,True
993.5681244854611,9.708939135449137e-08,103738.12739239434,1665.6756360034537,True
1034.385735582706,9.831665257570344e-08,102476.89444684272,1580.782972760411,True
999.4981312587123,9.706151747332302e-08,97969.51954562821,1657.2932051739297,True
1009.4700733382125,9.700057347280243e-08,101279.17354623046,1641.5709286122585,True
997.854202322231,1.0029334373484352e-07,97649.33079094798,1606.557802270934,True
1029.054754264058,9.928131904682137e-08,96910.68205542183,1574.3503756974253,True
1039.8701498109217,1.0447215895544001e-07,101589.91462727862,1480.0053084766027,True
1008.7224567033386,9.673451875652346e-08,97065.96220425106,1647.998921671758,True
1040.4597117619976,9.911733944846269e-08,98089.7044661458,1559.651713646401,True
1040.3490667792569,9.889067177052855e-08,95733.71331303623,1563.7948920664576,True
960.2335688275216,9.972186760647779e-08,100458.53442728856,1677.9705579824827,True
1036.0968097858688,1.0481081949138941e-07,102186.09689242364,1480.4541166436543,True
1009.6493894801548,9.504687341393106e-08,97903.62063681586,1675.5890595664087,True
1017.6082588045285,1.039072651851082e-07,99189.65022213034,1520.6400201764648,True
1019.9442180361629,9.81421176385928e-08,101982.35126433492,1605.8692030688112,True
958.7339248053388,1.0332922663389279e-07,95627.58546397393,1622.6740242702867,True
979.8248981521941,1.0229250611973319e-07,103522.30629194903,1602.9465847886408,True
1002.3637809104844,9.850891871365547e-08,100085.96553878,1627.9724452018493,True
964.7926050936113,1.0218911598038318e-07,104030.77575544943,1629.2609752009284,True
980.3921614008001,1.0149471056039274e-07,102803.41637112662,1614.7264097118587,True
975.3321711364787,1.0423618214262921e-07,97540.98525065204,1581.1392413972662,True
1016.837724593391,1.0002295258066076e-07,100718.85329985317,1580.6342122501574,True
988.2210573826832,9.733015127070103e-08,97490.82897501328,1671.470502913473,True
984.5071483914521,1.0138763410282975e-07,99110.2407629299,1610.3082871300917,True
1047.419161089482,1.0461303650580816e-07,98360.1484119645,1467.9595233285463,True
1041.431329502524,9.801514332850997e-08,101750.98672004532,1575.1385724426927,True
961.9073604548689,9.831714472074298e-08,95375.1255825223,1699.870236879373,True
961.4561063910928,1.0139273466862614e-07,95426.60507203403,1649.0643539824423,True
972.4129171238731,9.872826621065729e-08,98001.24625333713,1674.233125941713,True
1044.3015797439982,9.521125663359464e-08,100716.43874346174,1617.2821613943258,True
973.4377791420228,9.594987045807464e-08,101218.10065435237,1720.3796446341235,True
951.7097983457373,1.0149219728821563e-07,101006.89804021183,1663.243362361516,True
1016.7662534415232,1.0395348487680522e-07,98634.62023392027,1521.2967027342065,True
1043.6102860891065,9.872106028389639e-08,101336.40416770474,1560.7080355184817,True
1009.3609162428379,9.850754144570544e-08,104225.81534035735,1616.1802632106987,True
972.661890125407,1.0328392523791094e-07,95532.94631032382,1600.386491885983,True
977.0802171226168,9.633168568287246e-08,95439.64211874075,1708.2220085058093,True
1019.703327868425,1.0117894614826254e-07,99489.5525588048,1558.4207547567157,True
1024.3354234538617,9.918888454145367e-08,98745.97299269475,1582.6936317223458,True
959.1596607932137,1.0146659288194667e-07,101971.26118104052,1650.715032935153,True
1000.3562173337144,9.581895449647184e-08,104161.04187546557,1676.351410173614,True
967.5919948523573,1.0158569792909279e-07,96252.0882023423,1635.457730771136,True
985.3889231080168,1.0152982245774231e-07,97886.78071866815,1606.8259892691974,True
961.8752137684626,9.834476753455312e-08,97022.05826394712,1699.1609790376629,True
1041.4599162389043,1.0483077731080387e-07,99248.05997819621,1473.0662933250833,True
1041.7704101991756,9.506199881067624e-08,95852.79918876285,1624.5602025184787,True
972.5414902277194,9.585042598921448e-08,99418.04260954255,1724.0335736056359,True
1003.6811095769731,1.0380763388907494e-07,104264.71822790874,1542.2533936302334,True
1027.6990091881062,1.0053126094647417e-07,103050.89926277597,1555.832045865781,True
991.8233223196399,9.549068447930696e-08,96763.9661995768,1697.6714122793287,True
1039.9314723747082,9.500565582604665e-08,97684.69469644096,1628.0394486149498,True
1043.1394623944618,1.0005178810544288e-07,102035.70284049062,1540.5304028118992,True
951.5925530176612,9.97877821371132e-08,103536.99622695326,1691.472841800104,True
950.7748358829778,1.0033014446362587e-07,102036.31397042212,1683.9881678699603,True
986.3152345984267,1.029076403975778e-07,104341.44781495523,1582.860976696242,True
1030.6376398201432,9.854751494363338e-08,103711.02408657875,1582.5702311237933,True
1020.4781923518342,9.983973558510407e-08,97445.95880610484,1578.4737768396553,True
1032.8999651821766,9.748224434493295e-08,101356.10971801353,1596.760420027582,True
961.3033304655805,1.0107662980702418e-07,102574.2474256239,1653.3320727728408,True
978.3417776898532,1.0326101212731579e-07,102606.82615827046,1590.4296918087502,True
987.9644540705884,1.0358861916924763e-07,95318.03496889722,1571.249057608503,True
1027.2968059032414,1.0111748190041344e-07,101053.7727354456,1547.7137020923847,True
1004.75625799258,1.0327802112117816e-07,95452.78230280396,1549.8836155015074,True
999.141017751841,1.0101315750479742e-07,100756.44642938109,1592.578397395252,True
1044.2680511813621,1.0437087282372494e-07,99432.20551676808,1475.5914719962211,True
1007.5331219821746,1.0349079454752354e-07,100797.19156926744,1541.6244164727702,True
1041.8768133489264,9.512014928543775e-08,99591.3587982019,1622.7477444317735,True
987.8063862206652,1.0092269954955663e-07,98516.09954022017,1612.4726729938645,True
1045.813143048784,9.607537584296367e-08,99033.95349350502,1600.7227283448326,True
1042.5236081662015,9.786633423497413e-08,101160.64839601457,1575.9908163844475,True
983.439527247822,1.0419119074012943e-07,95757.56323648171,1569.2024200075423,True
1040.1477331473855,1.0097005274663557e-07,103751.54920518442,1530.610909480374,True
976.3527549824685,9.87622418506198e-08,97385.32796148262,1667.0738754528263,True
1007.7308292201361,9.934673768778348e-08,95766.07091333701,1606.453315302815,True
970.8635300580045,1.0179383206784668e-07,95610.27845496437,1626.7777868817136,True
1018.7741111809407,1.0418823078592665e-07,99084.93329323435,1514.8377135971932,True
1039.2268118992765,9.902479587459038e-08,98459.37126609801,1562.8803697219446,True
958.3081725481414,9.810561702958986e-08,102190.7758092321,1708.7351193846098,True
1039.7139990330948,1.0008727381989139e-07,95691.78754199747,1546.0397007841937,True
1024.4256936903503,9.6899365696852e-08,95868.60771624256,1620.447134715162,True
1010.3700074752311,1.0488735866071039e-07,97432.79806317107,1517.3890432321082,True
984.4094576437685,9.912505867330705e-08,101704.73862238429,1646.812897506499,True
996.8967403649964,1.0469396360774279e-07,99941.28332192822,1540.1352532594651,True
